State,County,Population
West Virginia,Mineral,26877
West Virginia,Mingo,23455
West Virginia,Monongalia,105916
West Virginia,Monroe,12330
West Virginia,Morgan,17037
West Virginia,Nicholas,24523
West Virginia,Ohio,42264
West Virginia,Pendleton,6134
West Virginia,Pleasants,7649
West Virginia,Pocahontas,7847
West Virginia,Preston,34176
West Virginia,Putnam,57399
West Virginia,Raleigh,74349
West Virginia,Randolph,27852
West Virginia,Ritchie,8424
West Virginia,Roane,13977
West Virginia,Summers,11915
West Virginia,Taylor,16701
West Virginia,Tucker,6752
West Virginia,Tyler,8279
West Virginia,Upshur,23783
West Virginia,Wayne,38830
West Virginia,Webster,8329
West Virginia,Wetzel,14382
West Virginia,Wirt,5183
West Virginia,Wood,83996
West Virginia,Wyoming,21326
Wisconsin,Adams,20673
Wisconsin,Ashland,15977
Wisconsin,Barron,46643
Wisconsin,Bayfield,16229
Wisconsin,Brown,268741
Wisconsin,Buffalo,13320
Wisconsin,Burnett,16588
Wisconsin,Calumet,52476
Wisconsin,Chippewa,66279
Wisconsin,Clark,34628
Wisconsin,Columbia,58510
Wisconsin,Crawford,16086
Wisconsin,Dane,562306
Wisconsin,Dodge,89262
Wisconsin,Door,30102
Wisconsin,Douglas,44275
Wisconsin,Dunn,45440
Wisconsin,Eau Claire,105818
Wisconsin,Florence,4556
Wisconsin,Fond du Lac,104076
Wisconsin,Forest,9160
Wisconsin,Grant,51934
Wisconsin,Green,36992
Wisconsin,Green Lake,18997
Wisconsin,Iowa,23676
Wisconsin,Iron,6128
Wisconsin,Jackson,21102
Wisconsin,Jefferson,84858
Wisconsin,Juneau,26759
Wisconsin,Kenosha,169073
Wisconsin,Kewaunee,20539
Wisconsin,La Crosse,120852
Wisconsin,Lafayette,16605
Wisconsin,Langlade,19438
Wisconsin,Lincoln,28374
Wisconsin,Manitowoc,81250
Wisconsin,Marathon,137954
Wisconsin,Marinette,41869
Wisconsin,Marquette,15584
Wisconsin,Menominee,4255
Wisconsin,Milwaukee,938149
Wisconsin,Monroe,46281
Wisconsin,Oconto,39043
Wisconsin,Oneida,37839
Wisconsin,Outagamie,190832
Wisconsin,Ozaukee,91569
Wisconsin,Pepin,7335
Wisconsin,Pierce,42191
Wisconsin,Polk,45006
Wisconsin,Portage,70378
Wisconsin,Price,14015
Wisconsin,Racine,197440
Wisconsin,Richland,17274
Wisconsin,Rock,163643
Wisconsin,Rusk,14168
Wisconsin,St. Croix,93797
Wisconsin,Sauk,65718
Wisconsin,Sawyer,18107
Wisconsin,Shawano,40838
Wisconsin,Sheboygan,117937
Wisconsin,Taylor,19897
Wisconsin,Trempealeau,30776
Wisconsin,Vernon,30693
Wisconsin,Vilas,23076
Wisconsin,Walworth,106499
Wisconsin,Washburn,16597
Wisconsin,Washington,136732
Wisconsin,Waukesha,407148
Wisconsin,Waupaca,51713
Wisconsin,Waushara,24511
Wisconsin,Winnebago,171646
Wisconsin,Wood,74091
Wyoming,Albany,37079
Wyoming,Big Horn,11467
Wyoming,Campbell,47116
Wyoming,Carbon,14499
Wyoming,Converse,13724
Wyoming,Crook,7178
Wyoming,Fremont,39177
Wyoming,Goshen,12503
Wyoming,Hot Springs,4622
Wyoming,Johnson,8459
Wyoming,Laramie,100690
Wyoming,Lincoln,19674
Wyoming,Natrona,80229
Wyoming,Niobrara,2439
Wyoming,Park,29656
Wyoming,Platte,8623
Wyoming,Sheridan,30996
Wyoming,Sublette,8723
Wyoming,Sweetwater,42158
Wyoming,Teton,23347
Wyoming,Uinta,20441
Wyoming,Washakie,7658
Wyoming,Weston,6809
District of Columbia,District of Columbia,701974
